"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Crest Tartar Protection","58933-009-62","1.5 mg/g","GEL, DENTIFRICE","DENTAL","M021","Procter & Gamble Manufactura, S. de R.L. de C.V.","58933-009","Sodium Fluoride","SODIUM FLUORIDE","HUMAN OTC DRUG","06/16/1995","N/A","OTC MONOGRAPH DRUG","1 TUBE in 1 CARTON (58933-009-62)  / 175 g in 1 TUBE","N/A","N/A","No","12/31/2024"
"CUREFINI Skin Protection Cream","69981-194-01","300 mg/mL","CREAM","TOPICAL","M016","Rev Pharma Corp","69981-194","PETROLATUM","PETROLATUM","HUMAN OTC DRUG","07/12/2021","N/A","OTC MONOGRAPH DRUG","30 mL in 1 JAR (69981-194-01)","N/A","N/A","No","12/31/2024"
"CUREFINI Skin Protection Cream","69981-194-02","300 mg/mL","CREAM","TOPICAL","M016","Rev Pharma Corp","69981-194","PETROLATUM","PETROLATUM","HUMAN OTC DRUG","07/12/2021","N/A","OTC MONOGRAPH DRUG","60 mL in 1 JAR (69981-194-02)","N/A","N/A","No","12/31/2024"
"CUREFINI Skin Protection Cream","69981-194-04","300 mg/mL","CREAM","TOPICAL","M016","Rev Pharma Corp","69981-194","PETROLATUM","PETROLATUM","HUMAN OTC DRUG","07/12/2021","N/A","OTC MONOGRAPH DRUG","120 mL in 1 JAR (69981-194-04)","N/A","N/A","No","12/31/2024"
"CUREFINI Skin Protection Cream","69981-194-08","300 mg/mL","CREAM","TOPICAL","M016","Rev Pharma Corp","69981-194","PETROLATUM","PETROLATUM","HUMAN OTC DRUG","07/12/2021","N/A","OTC MONOGRAPH DRUG","240 mL in 1 JAR (69981-194-08)","N/A","N/A","No","12/31/2024"
"CVS Health Isopropyl Rubbing Alcohol","59779-756-40",".7 g/g","CLOTH","TOPICAL","M003","CVS Health","59779-756","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","01/19/2017","N/A","OTC MONOGRAPH DRUG","180 g in 1 CANISTER (59779-756-40)","N/A","N/A","No","12/31/2024"
"Cyanocobalamin","0143-9620-10","1000 ug/mL","INJECTION","INTRAMUSCULAR; SUBCUTANEOUS","ANDA080515","Hikma Pharmaceuticals USA Inc.","0143-9620","cyanocobalamin","CYANOCOBALAMIN","HUMAN PRESCRIPTION DRUG","10/20/1971","N/A","ANDA","10 VIAL, MULTI-DOSE in 1 BOX (0143-9620-10)  / 10 mL in 1 VIAL, MULTI-DOSE (0143-9620-01)","Vitamin B 12 [CS],  Vitamin B12 [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-60","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/31/2014","N/A","ANDA","60 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-60)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-90","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/31/2014","N/A","ANDA","90 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-90)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-14","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/31/2014","N/A","ANDA","14 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-14)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-30","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/31/2014","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-30)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-01","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/05/2018","N/A","ANDA","100 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-01)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-20","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/04/2019","N/A","ANDA","20 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-20)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-82","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/05/2018","N/A","ANDA","500 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-82)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-95","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/04/2018","N/A","ANDA","1000 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-95)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-10","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/31/2014","N/A","ANDA","10 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-10)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-15","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/31/2014","N/A","ANDA","15 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-15)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Cyclobenzaprine Hydrochloride","43063-494-21","5 mg/1","TABLET, FILM COATED","ORAL","ANDA078048","PD-Rx Pharmaceuticals, Inc.","43063-494","Cyclobenzaprine Hydrochloride","CYCLOBENZAPRINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/31/2014","N/A","ANDA","21 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (43063-494-21)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Dapsone","42291-008-01","25 mg/1","TABLET","ORAL","ANDA086841","AvKARE","42291-008","Dapsone","DAPSONE","HUMAN PRESCRIPTION DRUG","03/06/2024","N/A","ANDA","100 TABLET in 1 BOTTLE (42291-008-01)","Sulfone [EPC],  Sulfones [CS]","N/A","No","12/31/2025"
"DARK SPOT CORRWXTOR FOR All SKIN TYPE","83872-211-01","50 mg/g,                         30  mg/g","CREAM","TOPICAL","M016","Shenzhen Xiaomai Manufacturing Co., Ltd.","83872-211","DARK SPOT CORRWXTOR","NIACINAMIDE;  TRANEXAMIC ACID","HUMAN OTC DRUG","03/06/2024","N/A","OTC MONOGRAPH DRUG","50 g in 1 BOTTLE (83872-211-01)","Antifibrinolytic Agent [EPC],  Decreased Fibrinolysis [PE]","N/A","No","12/31/2025"
"Darunavir 600 and 800 mg","69097-248-03","600 mg/1","TABLET","ORAL","ANDA206288","Cipla USA Inc.","69097-248","darunavir","DARUNAVIR HYDRATE","HUMAN PRESCRIPTION DRUG","11/29/2023","N/A","ANDA","60 TABLET in 1 BOTTLE (69097-248-03)","Cytochrome P450 2D6 Inhibitors [MoA],  Cytochrome P450 3A Inhibitors [MoA],  HIV Protease Inhibitors [MoA],  Protease Inhibitor [EPC]","N/A","No","12/31/2025"
"Daytime Cold and Flu Relief","30142-722-12","650 mg/30mL,                         20  mg/30mL,                         400  mg/30mL,                         10  mg/30mL","LIQUID","ORAL","part341","The Kroger Co.","30142-722","ACETAMINOHPEN, DEXTROMETHORPHAN HBr, GUAIFENESIN PHENYLEPHRINE HCL","ACETAMINOPHEN;  DEXTROMETHORPHAN HYDROBROMIDE;  GUAIFENESIN;  PHENYLEPHRINE HYDROCHLORIDE","HUMAN OTC DRUG","01/28/2020","N/A","OTC MONOGRAPH FINAL","354 mL in 1 BOTTLE, PLASTIC (30142-722-12)","Adrenergic alpha1-Agonists [MoA],  Decreased Respiratory Secretion Viscosity [PE],  Expectorant [EPC],  Increased Respiratory Secretions [PE],  Sigma-1 Agonist [EPC],  Sigma-1 Receptor Agonists [MoA],  Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC],  Uncompetitive NMDA Receptor Antagonists [MoA],  alpha-1 Adrenergic Agonist [EPC]","N/A","No","12/31/2024"
"Daytime Severe Cold and Flu Relief","69842-787-24","325 mg/1,                         10  mg/1,                         200  mg/1,                         5  mg/1","CAPSULE, LIQUID FILLED","ORAL","M012","CVS Pharmacy","69842-787","ACETAMINOHPEN, DEXTROMETHORPHAN HBr, Guaifenesin, PHENYLEPHRINE HCl","ACETAMINOPHEN;  DEXTROMETHORPHAN HYDROBROMIDE;  GUAIFENESIN;  PHENYLEPHRINE HYDROCHLORIDE","HUMAN OTC DRUG","08/25/2021","N/A","OTC MONOGRAPH DRUG","2 BLISTER PACK in 1 CARTON (69842-787-24)  / 12 CAPSULE, LIQUID FILLED in 1 BLISTER PACK","Adrenergic alpha1-Agonists [MoA],  Decreased Respiratory Secretion Viscosity [PE],  Expectorant [EPC],  Increased Respiratory Secretions [PE],  Sigma-1 Agonist [EPC],  Sigma-1 Receptor Agonists [MoA],  Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC],  Uncompetitive NMDA Receptor Antagonists [MoA],  alpha-1 Adrenergic Agonist [EPC]","N/A","No","12/31/2024"
"DAYVIGO","62856-410-30","10 mg/1","TABLET, FILM COATED","ORAL","NDA212028","Eisai Inc.","62856-410","lemborexant","LEMBOREXANT","HUMAN PRESCRIPTION DRUG","04/07/2020","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (62856-410-30)","Cytochrome P450 2B6 Inducers [MoA],  Orexin Receptor Antagonist [EPC],  Orexin Receptor Antagonists [MoA]","CIV","No","12/31/2025"
"DAYVIGO","62856-410-90","10 mg/1","TABLET, FILM COATED","ORAL","NDA212028","Eisai Inc.","62856-410","lemborexant","LEMBOREXANT","HUMAN PRESCRIPTION DRUG","04/07/2020","N/A","NDA","90 TABLET, FILM COATED in 1 BOTTLE (62856-410-90)","Cytochrome P450 2B6 Inducers [MoA],  Orexin Receptor Antagonist [EPC],  Orexin Receptor Antagonists [MoA]","CIV","No","12/31/2025"
"DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30","59735-565-01","3.3 g/100g,                         12.05  g/100g","CREAM","TOPICAL","M020","MANA Products, INC.","59735-565","DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30","TITANIUM DIOXIDE;  ZINC OXIDE","HUMAN OTC DRUG","12/12/2016","N/A","OTC MONOGRAPH DRUG","1 TUBE in 1 CARTON (59735-565-01)  / 40 g in 1 TUBE","N/A","N/A","No","12/31/2025"
"DentiCalm","82765-0043-0","20 g/100mL","EMULSION","TOPICAL","M017","NFUSE LLC","82765-0043","Topical Analgesic","MENTHOL","HUMAN OTC DRUG","02/01/2024","N/A","OTC MONOGRAPH DRUG","1 PACKAGE in 1 PACKAGE (82765-0043-0)  / .47 mL in 1 PACKAGE (82765-0043-1)","N/A","N/A","No","12/31/2025"
"Derma Glide","82160-641-01","50 mg/g","GEL","RECTAL; TOPICAL; VAGINAL","","Pella Pharmaceuticals Co. Ltd","82160-641","Glycerin","GLYCERIN","HUMAN OTC DRUG","05/31/2022","N/A","UNAPPROVED DRUG OTHER","75 g in 1 TUBE (82160-641-01)","Allergens [CS],  Cell-mediated Immunity [PE],  Glycerol [CS],  Increased Histamine Release [PE],  Increased IgG Production [PE],  Non-Standardized Chemical Allergen [EPC]","N/A","No","12/31/2024"
"DERMAKA Broad Spectrum SPF-42 Sunscreen","82240-223-00","60 mg/mL,                         77  mg/mL","CREAM","TOPICAL","M020","DERMAKA SKIN PRODUCTS","82240-223","TITANIUM DIOXIDE, ZINC OXIDE","TITANIUM DIOXIDE;  ZINC OXIDE","HUMAN OTC DRUG","09/21/2021","N/A","OTC MONOGRAPH DRUG","100 mL in 1 TUBE (82240-223-00)","Copper Absorption Inhibitor [EPC],  Decreased Copper Ion Absorption [PE]","N/A","No","12/31/2024"
"dermalogica dynamic skin recovery spf 50","68479-382-01","3 g/100mL,                         5  g/100mL,                         3  g/100mL,                         7  g/100mL","LOTION","TOPICAL","M020","Dermalogica, LLC","68479-382","Sunscreen","AVOBENZONE;  HOMOSALATE;  OCTISALATE;  OCTOCRYLENE","HUMAN OTC DRUG","01/17/2022","N/A","OTC MONOGRAPH DRUG","12 mL in 1 TUBE (68479-382-01)","N/A","N/A","No","12/31/2024"
"dermalogica dynamic skin recovery spf 50","68479-382-02","3 g/100mL,                         5  g/100mL,                         3  g/100mL,                         7  g/100mL","LOTION","TOPICAL","M020","Dermalogica, LLC","68479-382","Sunscreen","AVOBENZONE;  HOMOSALATE;  OCTISALATE;  OCTOCRYLENE","HUMAN OTC DRUG","01/17/2022","N/A","OTC MONOGRAPH DRUG","50 mL in 1 BOTTLE, PUMP (68479-382-02)","N/A","N/A","No","12/31/2024"
"dermalogica dynamic skin recovery spf 50","68479-382-00","3 g/100mL,                         5  g/100mL,                         3  g/100mL,                         7  g/100mL","LOTION","TOPICAL","M020","Dermalogica, LLC","68479-382","Sunscreen","AVOBENZONE;  HOMOSALATE;  OCTISALATE;  OCTOCRYLENE","HUMAN OTC DRUG","10/01/2023","N/A","OTC MONOGRAPH DRUG","2 mL in 1 POUCH (68479-382-00)","N/A","N/A","No","12/31/2024"
"dermalogica dynamic skin recovery spf 50","68479-382-03","3 g/100mL,                         5  g/100mL,                         3  g/100mL,                         7  g/100mL","LOTION","TOPICAL","M020","Dermalogica, LLC","68479-382","Sunscreen","AVOBENZONE;  HOMOSALATE;  OCTISALATE;  OCTOCRYLENE","HUMAN OTC DRUG","10/01/2023","N/A","OTC MONOGRAPH DRUG","1 BOTTLE in 1 CARTON (68479-382-03)  / 100 mL in 1 BOTTLE","N/A","N/A","No","12/31/2024"
"dermalogica dynamic skin recovery spf 50","68479-382-41","3 g/100mL,                         5  g/100mL,                         3  g/100mL,                         7  g/100mL","LOTION","TOPICAL","M020","Dermalogica, LLC","68479-382","Sunscreen","AVOBENZONE;  HOMOSALATE;  OCTISALATE;  OCTOCRYLENE","HUMAN OTC DRUG","10/01/2023","N/A","OTC MONOGRAPH DRUG","118 mL in 1 TUBE (68479-382-41)","N/A","N/A","No","12/31/2024"
"DESIPRAMINE HYDROCHLORIDE","50742-112-01","10 mg/1","TABLET","ORAL","ANDA204963","Ingenus Pharmaceuticals, LLC","50742-112","desipramine hydrochloride","DESIPRAMINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/19/2018","N/A","ANDA","100 TABLET in 1 BOTTLE (50742-112-01)","Tricyclic Antidepressant [EPC]","N/A","No","12/31/2024"
"Dexamethasone","0054-4179-25",".5 mg/1","TABLET","ORAL","ANDA084611","Hikma Pharmaceuticals USA, Inc.","0054-4179","Dexamethasone","DEXAMETHASONE","HUMAN PRESCRIPTION DRUG","07/25/1975","N/A","ANDA","100 TABLET in 1 BOTTLE, PLASTIC (0054-4179-25)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2025"
"Dexamethasone","80425-0346-1","1.5 mg/1","TABLET","ORAL","ANDA201270","Advanced Rx Pharmacy of Tennessee, LLC","80425-0346","Dexamethasone","DEXAMETHASONE","HUMAN PRESCRIPTION DRUG","07/31/2023","N/A","ANDA","21 TABLET in 1 BOTTLE (80425-0346-1)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2024"
"Dexamethasone","80425-0346-2","1.5 mg/1","TABLET","ORAL","ANDA201270","Advanced Rx Pharmacy of Tennessee, LLC","80425-0346","Dexamethasone","DEXAMETHASONE","HUMAN PRESCRIPTION DRUG","07/31/2023","N/A","ANDA","27 TABLET in 1 BOTTLE (80425-0346-2)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2024"
"Dexamethasone","80425-0346-3","1.5 mg/1","TABLET","ORAL","ANDA201270","Advanced Rx Pharmacy of Tennessee, LLC","80425-0346","Dexamethasone","DEXAMETHASONE","HUMAN PRESCRIPTION DRUG","07/31/2023","N/A","ANDA","49 TABLET in 1 BOTTLE (80425-0346-3)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2024"
"Dexmethylphenidate hydrochloride","16714-568-01","35 mg/1","CAPSULE, EXTENDED RELEASE","ORAL","ANDA206734","Northstar Rx LLC","16714-568","Dexmethylphenidate hydrochloride","DEXMETHYLPHENIDATE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/21/2022","N/A","ANDA","100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (16714-568-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2025"
"Dexmethylphenidate Hydrochloride","72162-1284-1","2.5 mg/1","TABLET","ORAL","ANDA207901","Bryant Ranch Prepack","72162-1284","dexmethylphenidate hydrochloride","DEXMETHYLPHENIDATE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/01/2024","N/A","ANDA","100 TABLET in 1 BOTTLE, PLASTIC (72162-1284-1)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2025"
"Dexmethylphenidate Hydrochloride","72162-1286-1","10 mg/1","TABLET","ORAL","ANDA207901","Bryant Ranch Prepack","72162-1286","dexmethylphenidate hydrochloride","DEXMETHYLPHENIDATE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/01/2024","N/A","ANDA","100 TABLET in 1 BOTTLE, PLASTIC (72162-1286-1)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2025"
"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate and amphetamine sulfate","70010-032-01","5 mg/1,                         5  mg/1,                         5  mg/1,                         5  mg/1","CAPSULE, EXTENDED RELEASE","ORAL","ANDA217027","Granules Pharmaceuticals Inc.","70010-032","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate and amphetamine sulfate","AMPHETAMINE ASPARTATE MONOHYDRATE;  AMPHETAMINE SULFATE;  DEXTROAMPHETAMINE SACCHARATE;  DEXTROAMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","02/20/2023","N/A","ANDA","100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (70010-032-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE]","CII","No","12/31/2024"
"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","16714-948-01","1.25 mg/1,                         1.25  mg/1,                         1.25  mg/1,                         1.25  mg/1","TABLET","ORAL","ANDA202424","NorthStar RxLLC","16714-948","Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","AMPHETAMINE ASPARTATE MONOHYDRATE;  AMPHETAMINE SULFATE;  DEXTROAMPHETAMINE SACCHARATE;  DEXTROAMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","03/20/2019","N/A","ANDA","100 TABLET in 1 BOTTLE (16714-948-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE]","CII","No","12/31/2024"
"DEXTROAMPHETAMINE SULFATE","72162-1234-1","10 mg/1","TABLET","ORAL","ANDA210059","Bryant Ranch Prepack","72162-1234","dextroamphetamine sulfate","DEXTROAMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","07/04/2018","N/A","ANDA","100 TABLET in 1 BOTTLE (72162-1234-1)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2025"
"Dial Antibacterial Defense Pomegranate and Tangerine","54340-177-02",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-177","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","12 BOTTLE, PUMP in 1 CARTON (54340-177-02)  / 325 mL in 1 BOTTLE, PUMP","N/A","N/A","No","12/31/2024"
"Dial Antibacterial Defense Pomegranate and Tangerine","54340-177-01",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-177","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","325 mL in 1 BOTTLE, PUMP (54340-177-01)","N/A","N/A","No","12/31/2024"
"Dial Foaming Antibacterial Defense Power Berries","54340-191-01",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-191","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","221 mL in 1 BOTTLE, PUMP (54340-191-01)","N/A","N/A","No","12/31/2024"
"Dial Foaming Antibacterial Defense Power Berries","54340-191-02",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-191","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","296 mL in 1 BOTTLE, PUMP (54340-191-02)","N/A","N/A","No","12/31/2024"
"Dial Foaming Antibacterial Defense Power Berries","54340-191-03",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-191","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","6 BOTTLE, PUMP in 1 CARTON (54340-191-03)  / 221 mL in 1 BOTTLE, PUMP","N/A","N/A","No","12/31/2024"
"Dial Foaming Antibacterial Defense Power Berries","54340-191-04",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-191","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","8 BOTTLE, PUMP in 1 CARTON (54340-191-04)  / 296 mL in 1 BOTTLE, PUMP","N/A","N/A","No","12/31/2024"
"Dial Foaming Antibacterial Defense Soothing White Tea","54340-186-01",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-186","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","221 mL in 1 BOTTLE, PUMP (54340-186-01)","N/A","N/A","No","12/31/2024"
"Dial Foaming Antibacterial Defense Soothing White Tea","54340-186-02",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-186","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","296 mL in 1 BOTTLE, PUMP (54340-186-02)","N/A","N/A","No","12/31/2024"
"Dial Foaming Antibacterial Defense Soothing White Tea","54340-186-03",".13 g/100mL","SOLUTION","TOPICAL","505G(a)(3)","Henkel Corporation","54340-186","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","05/01/2023","N/A","OTC MONOGRAPH DRUG","887 mL in 1 BOTTLE, DISPENSING (54340-186-03)","N/A","N/A","No","12/31/2024"
